filename,directory,extension,lines_count,words_count,symbols_count,commits_count,authors_count,creation_date,creation_author,modification_date,modification_author
VLineLayer,plot-livemap/src/commonMain/kotlin/jetbrains/datalore/plot/livemap/layer/,kt,9,34,229,1,1,08/17/21 12:57:56,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
ConverterDataHelper,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,154,407,4430,11,3,10/17/19 10:15:20,I. Kupriyanov,08/30/21 20:39:38,I. Alshannikov
MapObjectMatcher,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,499,1332,18051,8,3,10/17/19 10:15:20,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
MultiDataPointHelperTest,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,195,500,6207,4,2,10/17/19 10:15:20,I. Kupriyanov,08/30/21 20:39:38,I. Alshannikov
PathConverterTest,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,81,239,2701,3,3,10/17/19 10:15:20,I. Kupriyanov,11/13/19 11:43:22,I. Seleznev
PointConverterTest,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,110,288,3343,3,2,10/17/19 10:15:20,I. Kupriyanov,06/15/20 21:21:23,I. Kupriyanov
PolygonConverterTest,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,48,145,1613,4,3,10/17/19 10:15:20,I. Kupriyanov,06/15/20 21:21:23,I. Kupriyanov
PolygonWithGroupsConverterTest,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,53,180,1981,3,3,10/17/19 10:15:20,I. Kupriyanov,11/13/19 11:43:22,I. Seleznev
TextConverterTest,plot-livemap/src/commonTest/kotlin/jetbrains/datalore/plot/livemap/,kt,147,336,3924,3,2,10/17/19 10:15:20,I. Kupriyanov,12/13/19 20:08:53,I. Kupriyanov
plot-livemap-config,plot-livemap/webpack.config.d/,js,4,21,197,2,2,04/16/20 16:30:30,I. Ryabov,08/04/21 14:33:33,V. Dovidaytis
build,python-extension/,gradle,53,121,1540,20,4,09/05/19 22:20:56,I. Alshannikov,04/16/20 16:30:30,I. Ryabov
PlotReprGenerator,python-extension/src/nativeMain/kotlin/jetbrains/datalore/plot/pythonExtension/interop/,kt,58,181,2308,7,2,02/24/20 22:43:29,I. Alshannikov,03/30/21 20:48:05,I. Alshannikov
PythonTypes,python-extension/src/nativeMain/kotlin/jetbrains/datalore/plot/pythonExtension/interop/,kt,27,80,774,3,1,10/29/19 12:38:05,I. Kupriyanov,04/13/20 19:39:39,I. Kupriyanov
TypeUtils,python-extension/src/nativeMain/kotlin/jetbrains/datalore/plot/pythonExtension/interop/,kt,76,283,3182,7,2,10/29/19 12:38:05,I. Kupriyanov,05/13/20 07:03:57,I. Kupriyanov
README,python-package/,md,59,254,1906,17,4,10/16/19 15:24:15,I. Ryabov,06/01/21 19:20:36,V. Dovidaytis
setup,python-package/,py,130,345,4205,29,6,09/20/19 20:44:26,I. Alshannikov,09/10/21 16:55:53,I. Alshannikov
SETUP,python-package/,txt,32,166,1216,5,1,09/30/19 21:05:38,I. Alshannikov,12/04/20 22:19:59,I. Alshannikov
lets_plot_kotlin_bridge,python-package/kotlin-bridge/,c,69,281,2970,7,1,11/25/19 23:51:40,I. Alshannikov,03/30/21 20:48:05,I. Alshannikov
mapping,python-package/lets_plot/,py,113,437,3821,8,4,02/28/20 18:21:17,I. Kupriyanov,10/29/21 15:43:54,A. Smirnov
settings_utils,python-package/lets_plot/,py,228,799,8119,20,3,04/27/20 14:57:37,I. Kupriyanov,08/19/21 19:08:06,A. Smirnov
tilesets,python-package/lets_plot/,py,609,1484,16426,8,2,07/07/21 12:15:44,I. Kupriyanov,09/02/21 15:47:15,A. Smirnov
_global_settings,python-package/lets_plot/,py,190,676,7801,27,4,11/25/19 23:51:40,I. Alshannikov,08/23/21 16:25:29,I. Kupriyanov
_kbridge,python-package/lets_plot/,py,36,109,1203,5,1,02/24/20 22:21:42,I. Alshannikov,03/30/21 20:48:05,I. Alshannikov
_type_utils,python-package/lets_plot/,py,86,303,2439,5,2,02/24/20 22:21:42,I. Alshannikov,01/29/21 18:18:25,I. Kupriyanov
_version,python-package/lets_plot/,py,6,41,243,97,2,11/25/19 23:51:40,I. Alshannikov,12/10/21 14:36:01,V. Dovidaytis
__init__,python-package/lets_plot/,py,168,823,7723,22,4,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
corr,python-package/lets_plot/bistro/,py,440,1210,13401,26,4,11/23/20 16:12:39,I. Krukov,10/29/21 10:41:44,I. Kupriyanov
im,python-package/lets_plot/bistro/,py,147,555,4811,3,2,09/25/20 20:38:20,I. Alshannikov,03/26/21 16:55:07,A. Smirnov
__init__,python-package/lets_plot/bistro/,py,11,44,319,3,2,09/25/20 20:38:20,I. Alshannikov,12/02/20 21:12:46,I. Alshannikov
ggsave_,python-package/lets_plot/export/,py,84,314,2624,2,2,09/21/20 21:49:19,I. Alshannikov,03/26/21 16:55:07,A. Smirnov
simple,python-package/lets_plot/export/,py,70,252,2086,9,3,02/24/20 22:21:42,I. Alshannikov,03/30/21 20:48:05,I. Alshannikov
__init__,python-package/lets_plot/export/,py,6,32,200,2,1,02/24/20 22:21:42,I. Alshannikov,09/21/20 21:49:19,I. Alshannikov
sandbox,python-package/lets_plot/frontend_context/,py,5,26,150,1,1,11/25/19 23:51:40,I. Alshannikov,11/25/19 23:51:40,I. Alshannikov
_configuration,python-package/lets_plot/frontend_context/,py,119,424,4510,10,1,03/21/20 17:43:10,I. Alshannikov,12/10/20 22:00:28,I. Alshannikov
_frontend_ctx,python-package/lets_plot/frontend_context/,py,16,52,391,2,1,03/21/20 17:43:10,I. Alshannikov,04/24/20 00:19:34,I. Alshannikov
_html_contexts,python-package/lets_plot/frontend_context/,py,92,370,3453,6,1,03/21/20 17:43:10,I. Alshannikov,02/03/21 22:31:22,I. Alshannikov
_intellij_python_json_ctx,python-package/lets_plot/frontend_context/,py,38,120,1192,1,1,04/24/20 00:19:34,I. Alshannikov,04/24/20 00:19:34,I. Alshannikov
_json_contexts,python-package/lets_plot/frontend_context/,py,39,159,1449,2,1,04/24/20 00:19:34,I. Alshannikov,03/12/21 21:32:27,I. Alshannikov
_jupyter_notebook_ctx,python-package/lets_plot/frontend_context/,py,116,375,4748,7,2,03/21/20 17:43:10,I. Alshannikov,03/30/21 20:48:05,I. Alshannikov
_mime_types,python-package/lets_plot/frontend_context/,py,7,39,253,1,1,04/24/20 00:19:34,I. Alshannikov,04/24/20 00:19:34,I. Alshannikov
_static_html_page_ctx,python-package/lets_plot/frontend_context/,py,27,107,895,3,1,03/21/20 17:43:10,I. Alshannikov,03/30/21 20:48:05,I. Alshannikov
_static_svg_ctx,python-package/lets_plot/frontend_context/,py,26,93,872,1,1,12/10/20 00:41:13,I. Alshannikov,12/10/20 00:41:13,I. Alshannikov
__init__,python-package/lets_plot/frontend_context/,py,8,32,220,2,1,11/25/19 23:51:40,I. Alshannikov,03/21/20 17:43:10,I. Alshannikov
core,python-package/lets_plot/geo_data/,py,331,987,10014,15,3,07/06/20 19:25:32,I. Kupriyanov,09/02/21 15:47:15,A. Smirnov
geocoder,python-package/lets_plot/geo_data/,py,976,3231,35637,12,2,01/29/21 18:18:25,I. Kupriyanov,10/29/21 15:43:54,A. Smirnov
geocodes,python-package/lets_plot/geo_data/,py,512,1682,18881,6,1,01/29/21 18:18:25,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
livemap_helper,python-package/lets_plot/geo_data/,py,65,197,2215,2,1,07/06/20 19:25:32,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
to_geo_data_frame,python-package/lets_plot/geo_data/,py,137,521,5642,5,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
type_assertion,python-package/lets_plot/geo_data/,py,34,92,843,1,1,07/06/20 19:25:32,I. Kupriyanov,07/06/20 19:25:32,I. Kupriyanov
__init__,python-package/lets_plot/geo_data/,py,18,81,633,7,1,07/06/20 19:25:32,I. Kupriyanov,08/27/21 15:58:42,I. Kupriyanov
fluent_dict,python-package/lets_plot/geo_data/gis/,py,201,820,7432,1,1,07/06/20 19:25:32,I. Kupriyanov,07/06/20 19:25:32,I. Kupriyanov
geocoding_service,python-package/lets_plot/geo_data/gis/,py,42,150,1722,10,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
geometry,python-package/lets_plot/geo_data/gis/,py,91,271,2600,2,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
json_request,python-package/lets_plot/geo_data/gis/,py,232,804,11010,5,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
json_response,python-package/lets_plot/geo_data/gis/,py,308,984,12969,3,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
request,python-package/lets_plot/geo_data/gis/,py,492,1598,18397,7,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
response,python-package/lets_plot/geo_data/gis/,py,247,777,8508,4,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
__init__,python-package/lets_plot/geo_data/gis/,py,0,0,0,1,1,07/06/20 19:25:32,I. Kupriyanov,07/06/20 19:25:32,I. Kupriyanov
constants,python-package/lets_plot/geo_data_internals/,py,13,47,454,2,1,06/16/21 21:01:37,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
utils,python-package/lets_plot/geo_data_internals/,py,33,119,1033,3,1,06/16/21 21:01:37,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
__init__,python-package/lets_plot/geo_data_internals/,py,4,45,242,2,1,06/16/21 21:01:37,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
coord,python-package/lets_plot/plot/,py,194,801,6599,8,3,11/25/19 23:51:40,I. Alshannikov,09/23/21 19:30:17,I. Alshannikov
core,python-package/lets_plot/plot/,py,576,1889,18812,12,5,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
facet,python-package/lets_plot/plot/,py,179,683,5746,10,3,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
geom,python-package/lets_plot/plot/,py,4189,19598,170644,60,7,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
geom_extras,python-package/lets_plot/plot/,py,53,213,1808,5,4,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
geom_image_,python-package/lets_plot/plot/,py,209,835,6964,6,4,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
geom_livemap_,python-package/lets_plot/plot/,py,358,1403,15299,33,5,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
guide,python-package/lets_plot/plot/,py,134,409,3749,5,4,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
label,python-package/lets_plot/plot/,py,145,361,3491,4,3,11/25/19 23:51:40,I. Alshannikov,03/26/21 16:55:07,A. Smirnov
plot,python-package/lets_plot/plot/,py,229,968,8095,10,4,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
pos,python-package/lets_plot/plot/,py,188,540,5225,4,3,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
sampling,python-package/lets_plot/plot/,py,328,880,8693,3,2,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
sandbox_,python-package/lets_plot/plot/,py,26,79,591,1,1,11/25/19 23:51:40,I. Alshannikov,11/25/19 23:51:40,I. Alshannikov
scale,python-package/lets_plot/plot/,py,2752,11488,101025,30,6,11/25/19 23:51:40,I. Alshannikov,12/08/21 17:54:37,A. Smirnov
scale_convenience,python-package/lets_plot/plot/,py,141,434,3947,2,2,11/25/19 23:51:40,I. Alshannikov,03/26/21 16:55:07,A. Smirnov
scale_identity,python-package/lets_plot/plot/,py,442,1725,15470,9,5,11/25/19 23:51:40,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
stat,python-package/lets_plot/plot/,py,182,709,6940,11,3,12/07/20 22:52:33,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
theme_,python-package/lets_plot/plot/,py,393,1576,14793,16,5,11/25/19 23:51:40,I. Alshannikov,12/08/21 17:54:37,A. Smirnov
theme_set,python-package/lets_plot/plot/,py,176,351,3999,3,2,10/20/21 20:33:41,I. Alshannikov,10/29/21 15:43:54,A. Smirnov
tooltip,python-package/lets_plot/plot/,py,416,1319,14479,20,4,05/29/20 10:55:48,O. Larionova,11/08/21 17:22:53,O. Larionova
util,python-package/lets_plot/plot/,py,168,515,5486,23,2,11/25/19 23:51:40,I. Alshannikov,10/28/21 12:21:40,I. Kupriyanov
__init__,python-package/lets_plot/plot/,py,43,122,1227,8,3,11/25/19 23:51:40,I. Alshannikov,10/20/21 20:33:41,I. Alshannikov
geo_data,python-package/test/geo_data/,py,338,1020,11063,4,1,07/06/20 19:25:32,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
request_assertion,python-package/test/geo_data/,py,199,702,7062,1,1,01/29/21 18:18:25,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
test_check_required_parameters,python-package/test/geo_data/,py,43,148,1837,2,1,07/06/20 19:25:32,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
test_core,python-package/test/geo_data/,py,305,883,11462,5,1,07/06/20 19:25:32,I. Kupriyanov,02/02/21 15:46:53,I. Kupriyanov
test_geocoder,python-package/test/geo_data/,py,443,1205,15787,2,1,01/29/21 18:18:25,I. Kupriyanov,02/03/21 16:26:14,I. Kupriyanov
test_geocoder_in_geom,python-package/test/geo_data/,py,246,710,8979,4,1,01/29/21 18:18:25,I. Kupriyanov,06/29/21 17:19:53,I. Kupriyanov
test_geojson,python-package/test/geo_data/,py,63,241,2190,1,1,07/06/20 19:25:32,I. Kupriyanov,07/06/20 19:25:32,I. Kupriyanov
test_georect,python-package/test/geo_data/,py,68,197,2142,2,1,07/06/20 19:25:32,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
test_integration_new_api,python-package/test/geo_data/,py,317,1261,14702,2,1,01/29/21 18:18:25,I. Kupriyanov,02/04/21 19:04:11,I. Kupriyanov
test_integration_with_geocoding_serever,python-package/test/geo_data/,py,410,1505,15580,4,1,07/06/20 19:25:32,I. Kupriyanov,02/04/21 19:04:11,I. Kupriyanov
test_map_geodataframe,python-package/test/geo_data/,py,73,187,2103,4,1,07/06/20 19:25:32,I. Kupriyanov,06/16/21 21:01:37,I. Kupriyanov
test_map_regions,python-package/test/geo_data/,py,268,754,10078,6,1,07/06/20 19:25:32,I. Kupriyanov,02/02/21 15:46:53,I. Kupriyanov
test_response_errors,python-package/test/geo_data/,py,92,250,3299,3,1,07/06/20 19:25:32,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
test_to_geo_data_frame,python-package/test/geo_data/,py,254,671,9712,3,1,07/06/20 19:25:32,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
test_us48,python-package/test/geo_data/,py,85,317,3198,2,1,01/29/21 18:18:25,I. Kupriyanov,02/04/21 19:04:11,I. Kupriyanov
__init__,python-package/test/geo_data/,py,0,0,0,1,1,07/06/20 19:25:32,I. Kupriyanov,07/06/20 19:25:32,I. Kupriyanov
assertions,python-package/test/geo_data/gis/,py,69,289,2835,3,1,07/06/20 19:25:32,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
test_request_formatter,python-package/test/geo_data/gis/,py,130,390,5052,2,1,07/06/20 19:25:32,I. Kupriyanov,09/01/20 19:28:09,I. Kupriyanov
test_response_parser,python-package/test/geo_data/gis/,py,96,296,3825,2,1,07/06/20 19:25:32,I. Kupriyanov,01/29/21 18:18:25,I. Kupriyanov
__init__,python-package/test/geo_data/gis/,py,0,0,0,1,1,07/06/20 19:25:32,I. Kupriyanov,07/06/20 19:25:32,I. Kupriyanov
test_aes,python-package/test/plot/,py,31,95,884,6,1,09/30/19 21:05:38,I. Alshannikov,11/25/19 23:51:40,I. Alshannikov
test_assembly,python-package/test/plot/,py,111,290,3119,7,2,09/30/19 21:05:38,I. Alshannikov,03/05/21 17:09:38,O. Larionova
test_geom,python-package/test/plot/,py,49,145,1369,7,1,09/30/19 21:05:38,I. Alshannikov,10/20/21 00:44:08,I. Alshannikov
test_geom_image,python-package/test/plot/,py,195,532,6573,6,1,09/30/19 21:05:38,I. Alshannikov,10/20/21 00:44:08,I. Alshannikov
test_ggplot,python-package/test/plot/,py,29,130,1296,7,2,09/30/19 21:05:38,I. Alshannikov,03/05/21 17:09:38,O. Larionova
test_ggsize,python-package/test/plot/,py,18,61,659,3,2,11/19/19 23:15:24,I. Alshannikov,03/05/21 17:09:38,O. Larionova
test_scale,python-package/test/plot/,py,70,246,2302,7,2,09/30/19 21:05:38,I. Alshannikov,03/05/21 17:09:38,O. Larionova
test_scale_convenience,python-package/test/plot/,py,143,411,4286,6,2,09/30/19 21:05:38,I. Alshannikov,03/05/21 17:09:38,O. Larionova
test_theme,python-package/test/plot/,py,61,235,2467,2,2,03/05/21 17:09:38,O. Larionova,10/19/21 23:59:52,I. Alshannikov
test_util,python-package/test/plot/,py,27,89,735,7,2,09/30/19 21:05:38,I. Alshannikov,01/29/21 18:18:25,I. Kupriyanov
build,python-package-build/,gradle,108,264,3787,13,3,10/18/19 13:06:57,I. Ryabov,05/11/21 23:51:25,I. Alshannikov
build,test-common/,gradle,65,138,1809,8,3,09/10/19 23:56:22,I. Alshannikov,04/23/20 19:48:04,I. Alshannikov
IgnoreTarget,test-common/src/commonMain/kotlin/jetbrains/datalore/base/annotation/,kt,9,40,299,1,1,04/16/20 16:30:30,I. Ryabov,04/16/20 16:30:30,I. Ryabov
Assertions,test-common/src/commonMain/kotlin/jetbrains/datalore/base/assertion/,kt,49,176,1616,3,1,09/10/19 23:56:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SimpleTestSpecs,test-common/src/commonMain/kotlin/jetbrains/datalore/plot/,kt,69,237,2280,2,1,04/23/20 19:48:04,I. Alshannikov,04/27/20 17:59:49,I. Alshannikov
IgnoreTarget,test-common/src/jsMain/kotlin/jetbrains/datalore/base/annotation/,kt,8,37,250,1,1,04/16/20 16:30:30,I. Ryabov,04/16/20 16:30:30,I. Ryabov
IgnoreTarget,test-common/src/jvmMain/kotlin/base/annotation/,kt,9,40,297,1,1,04/16/20 16:30:30,I. Ryabov,04/16/20 16:30:30,I. Ryabov
IgnoreTarget,test-common/src/nativeMain/kotlin/jetbrains/datalore/base/annotation/,kt,9,40,297,1,1,04/16/20 16:30:30,I. Ryabov,04/16/20 16:30:30,I. Ryabov
build_manylinux_wheel,tools/,sh,33,98,798,6,1,10/21/19 15:12:45,V. Dovidaytis,02/01/21 17:31:26,V. Dovidaytis
run_manylinux_docker,tools/,sh,47,121,1120,4,2,10/21/19 15:12:45,V. Dovidaytis,09/10/21 16:50:00,A. Smirnov
build,vis-canvas/,gradle,71,157,2203,7,4,10/10/19 20:12:22,I. Alshannikov,10/28/21 14:54:12,I. Krukov
AnimationProvider,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,27,69,809,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Canvas,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,19,57,450,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
CanvasControl,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,20,66,559,4,3,10/10/19 20:12:22,I. Alshannikov,11/21/19 10:31:58,I. Seleznev
CanvasControlUtil,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,36,105,1294,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
CanvasProvider,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,16,71,559,5,3,10/10/19 20:12:22,I. Alshannikov,07/06/20 19:25:32,I. Kupriyanov
Context2d,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,108,367,3455,5,3,10/10/19 20:12:22,I. Alshannikov,08/17/21 12:57:56,I. Kupriyanov
CssFontParser,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,43,144,1379,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
CssStyleUtil,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,57,185,1933,3,2,10/10/19 20:12:22,I. Alshannikov,02/16/21 15:55:08,I. Seleznev
DeltaTime,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,24,63,532,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Dispatcher,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,22,75,591,3,2,10/11/19 16:49:35,I. Kupriyanov,11/05/19 00:18:45,I. Alshannikov
EventPeer,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,50,174,1909,6,3,10/10/19 20:12:22,I. Alshannikov,05/26/20 23:23:30,I. Kupriyanov
ScaledCanvas,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,17,65,543,3,2,10/10/19 20:12:22,I. Alshannikov,09/29/21 19:38:58,I. Kupriyanov
ScaledContext2d,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,128,597,5201,6,3,10/10/19 20:12:22,I. Alshannikov,09/29/21 19:38:58,I. Kupriyanov
SingleCanvasControl,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvas/,kt,31,80,815,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
CanvasFigure,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/canvasFigure/,kt,18,74,647,6,2,10/10/19 20:12:22,I. Alshannikov,03/04/20 10:39:54,I. Seleznev
ParsingUtil,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/svgToScene/,kt,152,423,4796,3,1,10/10/19 20:12:22,I. Alshannikov,02/19/20 23:37:50,I. Alshannikov
toRadians,vis-canvas/src/commonMain/kotlin/jetbrains/datalore/vis/svgToScene/,kt,10,43,289,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
CssStyleUtilTest,vis-canvas/src/commonTest/kotlin/jetbrains/datalore/vis/canvas/,kt,55,150,1507,3,2,10/10/19 20:12:22,I. Alshannikov,04/16/20 16:30:30,I. Ryabov
DomAnimationTimer,vis-canvas/src/jsMain/kotlin/jetbrains/datalore/vis/canvas/dom/,kt,52,108,1237,4,3,10/10/19 20:12:22,I. Alshannikov,02/16/21 15:55:08,I. Seleznev
DomCanvas,vis-canvas/src/jsMain/kotlin/jetbrains/datalore/vis/canvas/dom/,kt,56,247,2167,4,3,10/10/19 20:12:22,I. Alshannikov,09/29/21 19:38:58,I. Kupriyanov
DomCanvasControl,vis-canvas/src/jsMain/kotlin/jetbrains/datalore/vis/canvas/dom/,kt,231,815,9292,18,4,10/10/19 20:12:22,I. Alshannikov,09/29/21 19:38:58,I. Kupriyanov
DomContext2d,vis-canvas/src/jsMain/kotlin/jetbrains/datalore/vis/canvas/dom/,kt,168,711,6706,6,3,10/10/19 20:12:22,I. Alshannikov,09/29/21 19:38:58,I. Kupriyanov
AwtAnimationTimerPeer,vis-canvas/src/jvmMain/kotlin/vis/canvas/awt/,kt,56,135,1571,1,1,07/02/21 18:09:52,I. Kupriyanov,07/02/21 18:09:52,I. Kupriyanov
AwtCanvas,vis-canvas/src/jvmMain/kotlin/vis/canvas/awt/,kt,40,151,1319,2,2,02/16/21 15:55:08,I. Seleznev,07/02/21 18:09:52,I. Kupriyanov
AwtCanvasControl,vis-canvas/src/jvmMain/kotlin/vis/canvas/awt/,kt,127,410,4584,16,3,10/10/19 20:12:22,I. Alshannikov,07/02/21 18:09:52,I. Kupriyanov
AwtContext2d,vis-canvas/src/jvmMain/kotlin/vis/canvas/awt/,kt,364,1176,12095,2,2,02/16/21 15:55:08,I. Seleznev,08/17/21 12:57:56,I. Kupriyanov
AwtEventPeer,vis-canvas/src/jvmMain/kotlin/vis/canvas/awt/,kt,82,247,2571,3,2,02/17/20 11:41:16,I. Seleznev,03/04/20 10:39:54,I. Seleznev
CanvasComponent,vis-canvas/src/jvmMain/kotlin/vis/canvas/awt/,kt,25,89,695,2,1,07/02/21 18:09:52,I. Kupriyanov,07/23/21 12:42:30,I. Kupriyanov
CanvasContainerPanel,vis-canvas/src/jvmMain/kotlin/vis/canvas/awt/,kt,21,71,582,2,1,07/02/21 18:09:52,I. Kupriyanov,07/23/21 12:42:30,I. Kupriyanov
JavafxAnimationTimer,vis-canvas/src/jvmMain/kotlin/vis/canvas/javaFx/,kt,31,84,883,2,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
JavafxCanvas,vis-canvas/src/jvmMain/kotlin/vis/canvas/javaFx/,kt,44,141,1464,3,2,10/10/19 20:12:22,I. Alshannikov,06/05/20 13:04:34,I. Kupriyanov
JavafxCanvasControl,vis-canvas/src/jvmMain/kotlin/vis/canvas/javaFx/,kt,91,297,3272,10,3,10/10/19 20:12:22,I. Alshannikov,07/06/20 19:25:32,I. Kupriyanov
JavafxCanvasUtil,vis-canvas/src/jvmMain/kotlin/vis/canvas/javaFx/,kt,76,222,2458,8,3,10/10/19 20:12:22,I. Alshannikov,03/04/20 10:39:54,I. Seleznev
JavafxContext2d,vis-canvas/src/jvmMain/kotlin/vis/canvas/javaFx/,kt,265,826,8559,8,3,10/10/19 20:12:22,I. Alshannikov,08/17/21 12:57:56,I. Kupriyanov
JavafxEventPeer,vis-canvas/src/jvmMain/kotlin/vis/canvas/javaFx/,kt,77,231,2612,3,2,02/17/20 11:41:16,I. Seleznev,03/04/20 10:39:54,I. Seleznev
SvgTransformToScene,vis-canvas/src/jvmMain/kotlin/vis/svgToScene/,kt,77,259,2717,3,1,10/10/19 20:12:22,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
build,vis-demo-common/,gradle,42,76,1160,10,4,10/10/19 22:24:45,I. Alshannikov,11/11/21 12:08:24,I. Kupriyanov
BrowserDemoUtil,vis-demo-common/src/jvmMain/kotlin/vis/demoUtils/browser/,kt,137,334,4357,13,3,10/10/19 22:24:45,I. Alshannikov,07/29/20 00:09:50,I. Alshannikov
PlotObjectsDemoWindowBase,vis-demo-common/src/jvmMain/kotlin/vis/demoUtils/swing/,kt,57,153,1733,2,1,03/03/21 23:22:38,I. Alshannikov,09/17/21 20:46:57,I. Alshannikov
PlotResizableDemoWindowBase,vis-demo-common/src/jvmMain/kotlin/vis/demoUtils/swing/,kt,43,120,1268,2,1,03/03/21 23:22:38,I. Alshannikov,09/17/21 20:46:57,I. Alshannikov
PlotSpecsDemoWindowBase,vis-demo-common/src/jvmMain/kotlin/vis/demoUtils/swing/,kt,76,214,2509,3,2,03/03/21 23:22:38,I. Alshannikov,12/03/21 01:36:12,I. Alshannikov
SvgViewerDemoWindowBase,vis-demo-common/src/jvmMain/kotlin/vis/demoUtils/swing/,kt,56,145,1642,1,1,03/03/21 23:22:38,I. Alshannikov,03/03/21 23:22:38,I. Alshannikov
