filename,directory,extension,lines_count,words_count,symbols_count,commits_count,authors_count,creation_date,creation_author,modification_date,modification_author
TextStyleDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/canvasDemo/,kt,62,139,1781,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
BarsDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,52,157,1700,3,2,12/27/19 10:32:53,I. Seleznev,09/03/21 16:36:48,I. Kupriyanov
DemoModelBase,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,62,211,2470,24,3,09/04/19 17:31:27,I. Kupriyanov,09/03/21 16:36:48,I. Kupriyanov
EmptyLiveMapDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,15,53,480,5,3,10/09/19 11:43:36,I. Seleznev,11/05/19 00:18:45,I. Alshannikov
FeaturesDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,191,464,7025,25,3,09/06/19 13:19:10,I. Kupriyanov,11/12/21 17:29:41,I. Kupriyanov
FragmentDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,36,100,1257,1,1,09/03/21 16:36:48,I. Kupriyanov,09/03/21 16:36:48,I. Kupriyanov
LinesDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,51,148,1802,3,2,12/27/19 10:32:53,I. Seleznev,09/03/21 16:36:48,I. Kupriyanov
PathsDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,53,154,1776,2,2,12/27/19 10:32:53,I. Seleznev,01/06/20 17:42:31,I. Kupriyanov
PiesDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,44,148,1587,3,2,12/27/19 10:32:53,I. Seleznev,07/08/20 15:36:25,I. Kupriyanov
PointsDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,53,133,1633,9,3,09/04/19 17:31:27,I. Kupriyanov,04/27/20 14:58:39,I. Kupriyanov
RasterTilesDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,26,99,930,10,2,12/27/19 10:32:53,I. Seleznev,09/03/21 16:36:48,I. Kupriyanov
RectDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,53,170,1916,5,3,12/27/19 10:32:53,I. Seleznev,08/20/20 19:43:44,I. Alshannikov
SolidColorTilesDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,19,62,607,4,1,07/05/21 21:02:20,I. Kupriyanov,09/03/21 16:36:48,I. Kupriyanov
TextDemoModel,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/demo/,kt,76,185,2516,1,1,12/23/19 11:21:54,I. Seleznev,12/23/19 11:21:54,I. Seleznev
Cities,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/model/,kt,81,282,2619,6,3,09/04/19 17:31:27,I. Kupriyanov,09/03/21 16:36:48,I. Kupriyanov
Extesions,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/model/,kt,41,136,1118,6,3,09/18/19 15:03:30,I. Seleznev,09/03/21 16:36:48,I. Kupriyanov
LiveMap,livemap-demo/src/commonMain/kotlin/jetbrains/livemap/plotDemo/,kt,964,2224,33814,26,4,02/17/20 11:41:16,I. Seleznev,09/21/21 16:26:22,I. Kupriyanov
BaseCanvasDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,33,137,1284,2,2,02/16/21 15:55:08,I. Seleznev,08/04/21 14:33:33,V. Dovidaytis
DrawImageAndClearRectDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,42,394,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
FillRectStrokeRectDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,380,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
LineDashDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,350,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
LineJoinLineCapDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,371,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
PathDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,338,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
PolygonDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,347,1,1,08/17/21 12:57:56,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
SaveRestoreDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,359,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
ScaleRotateTranslateDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,386,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
SectorDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,344,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
TextAlignAndBaselineDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,386,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
TextStyleDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/canvasDemo/,kt,14,41,353,3,3,02/16/21 15:55:08,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
BarsDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,275,3,3,12/27/19 10:32:53,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
DemoBaseJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,36,130,1285,8,4,09/04/19 17:31:27,I. Kupriyanov,11/12/20 10:37:10,V. Dovidaytis
EmptyLiveMapDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,299,5,4,09/04/19 17:31:27,I. Kupriyanov,10/25/21 16:36:04,I. Kupriyanov
FeaturesDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,12,39,309,5,4,09/18/19 15:03:30,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
LinesDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,278,3,3,12/27/19 10:32:53,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
PathsDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,278,3,3,12/27/19 10:32:53,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
PiesDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,275,3,3,12/27/19 10:32:53,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
PointsDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,281,4,3,09/04/19 17:31:27,I. Kupriyanov,10/25/21 16:36:04,I. Kupriyanov
RasterTilesDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,296,3,3,12/27/19 10:32:53,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
RectDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,275,3,3,12/27/19 10:32:53,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
SolidColorTilesDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,308,3,2,07/05/21 21:02:20,I. Kupriyanov,10/25/21 16:36:04,I. Kupriyanov
TextDemoJs,livemap-demo/src/jsMain/kotlin/jetbrains/livemap/demo/,kt,11,37,275,3,3,12/27/19 10:32:53,I. Seleznev,10/25/21 16:36:04,I. Kupriyanov
LiveMapBatik,livemap-demo/src/jvmBatikPlotMain/kotlin/jetbrains/livemap/demo/,kt,22,58,597,5,2,02/16/21 15:55:08,I. Seleznev,03/08/21 16:19:52,I. Alshannikov
DrawImageAndClearRectDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,62,555,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
FillRectStrokeRectDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,61,556,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
LineDashDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,60,535,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
LineJoinLineCapDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,61,550,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
PathDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,60,527,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
PolygonDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,60,533,1,1,08/17/21 12:57:56,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
SaveRestoreDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,61,542,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
ScaleRotateTranslateDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,62,561,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
SectorDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,60,531,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
TextAlignAndBaselineDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,63,562,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
TextStyleDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/canvasDemo/,kt,17,61,538,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
BarsDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,55,464,2,2,12/27/19 10:32:53,I. Seleznev,04/16/20 16:30:30,I. Ryabov
BrowserDemoUtil,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,89,226,2729,16,4,08/28/19 15:04:28,I. Seleznev,04/16/20 16:30:30,I. Ryabov
EmptyLiveMapDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,17,61,530,3,3,09/04/19 17:31:27,I. Kupriyanov,04/16/20 16:30:30,I. Ryabov
FeaturesDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,55,472,3,3,09/18/19 15:03:30,I. Seleznev,04/16/20 16:30:30,I. Ryabov
LinesDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,55,466,2,2,12/27/19 10:32:53,I. Seleznev,04/16/20 16:30:30,I. Ryabov
PathsDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,55,466,2,2,12/27/19 10:32:53,I. Seleznev,04/16/20 16:30:30,I. Ryabov
PiesDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,55,464,2,2,12/27/19 10:32:53,I. Seleznev,04/16/20 16:30:30,I. Ryabov
PointsDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,17,60,520,3,3,09/04/19 17:31:27,I. Kupriyanov,04/16/20 16:30:30,I. Ryabov
RasterTilesDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,56,479,2,2,12/27/19 10:32:53,I. Seleznev,04/16/20 16:30:30,I. Ryabov
RectDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,55,464,2,2,12/27/19 10:32:53,I. Seleznev,04/16/20 16:30:30,I. Ryabov
SolidColorTilesDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,57,488,1,1,07/05/21 21:02:20,I. Kupriyanov,07/05/21 21:02:20,I. Kupriyanov
TextDemoBrowser,livemap-demo/src/jvmBrowserMain/kotlin/livemap/demo/,kt,15,55,464,2,2,12/27/19 10:32:53,I. Seleznev,04/16/20 16:30:30,I. Ryabov
BarsDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,419,1,1,12/27/19 10:32:53,I. Seleznev,12/27/19 10:32:53,I. Seleznev
DemoBaseJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,40,168,1540,8,3,09/04/19 17:31:27,I. Kupriyanov,07/06/21 16:44:54,I. Kupriyanov
EmptyLiveMapDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,437,3,3,09/04/19 17:31:27,I. Kupriyanov,11/05/19 00:18:45,I. Alshannikov
FeaturesDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,429,2,2,09/06/19 13:19:10,I. Kupriyanov,11/05/19 00:18:45,I. Alshannikov
FragmentDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,427,1,1,09/03/21 16:36:48,I. Kupriyanov,09/03/21 16:36:48,I. Kupriyanov
LinesDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,421,1,1,12/27/19 10:32:53,I. Seleznev,12/27/19 10:32:53,I. Seleznev
PathsDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,421,1,1,12/27/19 10:32:53,I. Seleznev,12/27/19 10:32:53,I. Seleznev
PiesDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,419,1,1,12/27/19 10:32:53,I. Seleznev,12/27/19 10:32:53,I. Seleznev
PointsDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,425,2,2,09/04/19 17:31:27,I. Kupriyanov,11/05/19 00:18:45,I. Alshannikov
RasterTilesDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,433,1,1,12/27/19 10:32:53,I. Seleznev,12/27/19 10:32:53,I. Seleznev
RectDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,419,1,1,12/27/19 10:32:53,I. Seleznev,12/27/19 10:32:53,I. Seleznev
SolidColorTilesDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,441,1,1,07/05/21 21:02:20,I. Kupriyanov,07/05/21 21:02:20,I. Kupriyanov
TextDemoJfx,livemap-demo/src/jvmJfxMain/kotlin/jetbrains/livemap/demo/,kt,17,47,419,1,1,12/23/19 11:21:54,I. Seleznev,12/23/19 11:21:54,I. Seleznev
LiveMapJfx,livemap-demo/src/jvmJfxPlotMain/kotlin/jetbrains/livemap/demo/,kt,23,58,595,5,3,03/04/20 10:39:54,I. Seleznev,03/08/21 16:19:52,I. Alshannikov
BaseCanvasDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,42,161,1452,3,2,02/16/21 15:55:08,I. Seleznev,07/02/21 18:09:52,I. Kupriyanov
DrawImageAndClearRectDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,46,492,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
FillRectStrokeRectDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,457,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
LineDashDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,437,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
LineJoinLineCapDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,451,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
PathDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,18,45,432,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
PolygonDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,435,1,1,08/17/21 12:57:56,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
SaveRestoreDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,443,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
ScaleRotateTranslateDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,461,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
SectorDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,433,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
TextAlignAndBaselineDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,461,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
TextStyleDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/canvasDemo/,kt,17,45,439,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
BlankLiveMapDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/demo/,kt,46,134,1486,1,1,07/23/21 12:42:30,I. Kupriyanov,07/23/21 12:42:30,I. Kupriyanov
FeaturesRawAwtDemo,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/demo/,kt,52,158,1712,4,2,02/16/21 15:55:08,I. Seleznev,07/02/21 18:09:52,I. Kupriyanov
RasterTilesDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/demo/,kt,47,134,1486,1,1,07/05/21 21:02:20,I. Kupriyanov,07/05/21 21:02:20,I. Kupriyanov
SolidColorTilesDemoAwt,livemap-demo/src/jvmRawAwtMain/kotlin/jetbrains/livemap/demo/,kt,47,134,1498,1,1,07/05/21 21:02:20,I. Kupriyanov,07/05/21 21:02:20,I. Kupriyanov
BaseCanvasDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,34,140,1262,2,2,02/16/21 15:55:08,I. Seleznev,08/17/21 12:57:56,I. Kupriyanov
DrawImageAndClearRectDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,67,714,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
FillRectStrokeRectDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,676,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
LineDashDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,646,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
LineJoinLineCapDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,667,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
PathDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,634,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
PolygonDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,24,66,640,1,1,08/17/21 12:57:56,I. Kupriyanov,08/17/21 12:57:56,I. Kupriyanov
SaveRestoreDemoJvm,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,655,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
ScaleRotateTranslateDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,682,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
SectorDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,640,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
TextAlignAndBaselineDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,682,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
TextStyleDemoJfx,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/canvasDemo/,kt,25,66,649,1,1,02/16/21 15:55:08,I. Seleznev,02/16/21 15:55:08,I. Seleznev
FeaturesRawJfxDemo,livemap-demo/src/jvmRawJfxMain/kotlin/jetbrains/livemap/demo/,kt,37,130,1212,8,3,10/11/19 16:49:35,I. Kupriyanov,03/04/20 10:39:54,I. Seleznev
livemap-demo-config,livemap-demo/webpack.config.d/,js,4,21,197,2,2,04/16/20 16:30:30,I. Ryabov,08/04/21 14:33:33,V. Dovidaytis
build,mapper-core/,gradle,73,180,2500,20,4,04/23/19 19:18:46,I. Alshannikov,11/11/21 12:08:24,I. Kupriyanov
BaseCollectionRoleSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,72,191,2306,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
BaseRoleSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,106,308,4081,3,2,05/28/19 21:21:27,I. Alshannikov,05/27/20 10:39:02,I. Kupriyanov
ByTargetIndex,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,72,187,2251,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
DifferenceBuilder,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,78,215,2598,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Mapper,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,474,1152,15029,4,1,05/28/19 21:21:27,I. Alshannikov,04/30/20 21:08:32,I. Alshannikov
MapperFactory,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,10,44,321,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
MapperProcessor,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,16,78,540,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Mappers,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,48,144,1667,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
MappingContext,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,163,510,6047,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
MappingContextListener,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,11,41,342,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
MappingContextProperty,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,16,54,450,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
ObservableCollectionRoleSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,65,190,2376,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
RefreshableSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,15,62,447,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
RegistrationSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,27,78,732,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
RoleSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,25,99,849,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SimpleRoleSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,46,123,1364,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SingleChildRoleSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,69,220,2504,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Synchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,19,53,448,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
SynchronizerContext,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,14,45,376,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
Synchronizers,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,302,865,11655,3,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
TransformingObservableCollectionRoleSynchronizer,mapper-core/src/commonMain/kotlin/jetbrains/datalore/mapper/core/,kt,61,214,2551,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
ByTargetIndexTest,mapper-core/src/commonTest/kotlin/jetbrains/datalore/mapper/core/,kt,127,300,3701,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
DetachFailedSyncTest,mapper-core/src/commonTest/kotlin/jetbrains/datalore/mapper/core/,kt,44,133,1460,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
DifferenceBuilderTest,mapper-core/src/commonTest/kotlin/jetbrains/datalore/mapper/core/,kt,46,128,1230,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
ForDisposableTest,mapper-core/src/commonTest/kotlin/jetbrains/datalore/mapper/core/,kt,44,101,1200,2,1,05/28/19 21:21:27,I. Alshannikov,11/05/19 00:18:45,I. Alshannikov
